negSlope,posSlope,ci90loSlope,ci90upSlope,meanSlope,Trend,intervalSlope,Metric
1,0,-0.13624248334958153,-0.0637658158732416,-0.09986564741122497,Virtually certain decrease,-0.136 to -0.064,Big Flows
