year
-0.10052216853139846
-0.10422314487395783
-0.1274531894960479
-0.09967994647739753
-0.09843189264686451
-0.09161872957432556
-0.10635018795864185
-0.1023447337608162
-0.06410532040438202
-0.09681750898262799
-0.1023638736656444
-0.09732175543597454
-0.10612808759591796
-0.10218974970808727
-0.09530721858613428
-0.09383907970188497
-0.10424737811060508
-0.09834401323871453
-0.10880118184057255
-0.09163398283531116
-0.0813511631414498
-0.08201564506893644
-0.14730368045171216
-0.10221542938620157
-0.07178297194367902
-0.08296889807376909
-0.09183778056845678
-0.1084368485755628
-0.06045337220821197
-0.11767757909057709
-0.12389855117505556
-0.086940338393724
-0.09136058642717645
-0.08837198728209161
-0.07616797913939571
-0.11580591414212109
-0.1164672368579534
-0.10151755562249272
-0.08816596337711569
-0.11047134069444375
-0.10929680299983835
-0.11300024560258588
-0.09503957464082934
-0.07229597840044663
-0.1389691379702964
-0.09954392284446528
-0.10781943099815604
-0.09413380055467509
-0.07634397530392706
-0.057187223372045064
-0.09152179774305608
-0.12379494533050323
-0.09883365748915506
-0.08557803316489701
-0.10929600176093275
-0.09523982406323057
-0.10757110366244857
-0.07569592155947683
-0.10590609678948813
-0.08961721618987813
-0.08707131791174114
-0.06919849940645116
-0.09768387138341195
-0.09566728922358386
-0.09820056767090776
-0.14414335842191822
-0.1140302683841886
-0.11798010129697399
-0.09982815755118739
-0.1093226933311485
-0.13367977530111153
-0.09211587432838107
-0.09163942318995882
-0.11309427744971229
-0.08979317283783629
-0.10051433384788665
-0.09762393762597002
-0.08567247922786199
-0.1451153518637121
-0.11296057514871068
-0.07835812757374869
-0.14412717774332393
-0.1383210217456471
-0.0639285143722429
-0.10546017672577201
-0.0868599800863042
-0.09268259063861234
-0.12041103061551178
-0.09364345296141059
-0.07568484498337148
-0.12359202019171812
-0.11781355568011259
-0.11672162200112786
-0.09093151452554617
-0.10678528069633025
-0.09513302760404618
-0.10701490773259795
-0.08956475638379137
-0.0854178931186359
-0.11476825523699911
-0.09735402585435239
-0.09674843565541798
-0.11479449615083297
-0.0886170899984672
-0.11266026988297757
-0.0966992485884643
-0.10327558256524835
-0.0815976304813941
-0.10915003567663209
-0.1118362241211575
-0.1059720282659674
-0.11193597090942396
-0.08798450781270582
-0.08638872272371165
-0.0984103943703431
-0.08721156667044316
-0.07290583418686251
-0.13679146196280895
-0.07113944695771918
-0.1278220830202392
-0.06860213134915483
-0.06443642996602253
-0.09535830460050979
-0.12420987001470953
-0.1356755905476713
-0.15393292147878468
-0.0970151942448356
-0.11299758663818324
-0.09353735832982216
-0.12605305240345185
-0.07924715320494449
-0.11293810271684004
-0.09106378209114273
-0.10512706746097568
-0.09924366167532474
-0.09621828674490301
-0.11917181681880024
-0.08915312088885305
-0.08736824340143752
-0.10171609556750252
-0.11383947100316984
-0.097301345002974
-0.1030182952971066
-0.09254882712219627
-0.10492679131017521
-0.08397993018224431
-0.07807819914930846
-0.12333386844118761
-0.11397427436430585
-0.0886993460576828
-0.08336543265340289
-0.12105828151448937
-0.1132132127983721
-0.16001544722625746
-0.13420922010375316
-0.13069643045881277
-0.05641653672127043
-0.10718770295230201
-0.0989900004801006
-0.06896155577008456
-0.10605003762136628
-0.09716226478733611
-0.11460127705438511
-0.0938578882921799
-0.08563465253691825
-0.08877701743077145
-0.08636049602168996
-0.1016594698510458
-0.096311456829909
-0.12541573540866682
-0.0913788183123735
-0.07784354853643907
-0.09355195400613997
-0.10035666918987055
-0.11451494368822966
-0.1036808642550219
-0.0954184069580758
-0.09474851620476463
-0.10313048840124703
-0.09754743522314101
-0.1265893349116822
-0.06328375581216403
-0.10853899087919487
-0.10708731137037612
-0.13212819482504945
-0.0717098785573361
-0.09125148587298777
-0.07211174863090714
-0.07293204654157083
-0.08684703914424209
-0.08992385492218243
-0.1036465252893812
-0.12553241572557367
-0.12206267903308658
-0.11493192471707273
-0.08329465706120619
-0.1292321929052903
-0.07287830127416038
-0.12371592798561766
-0.07908836107109334
-0.07367507682642419
-0.12111999355035669
-0.09495254070742373
-0.10937341408925698
-0.07919101999453043
-0.1011611510989573
-0.0955326440563251
-0.09538105958204496
-0.09396507430792359
-0.09985255928165686
-0.10787085791793993
-0.10263391439541164
-0.10632181661800931
-0.09526736229339854
-0.0769479222157196
-0.07189269610802286
-0.11565529583636229
-0.08487800018701981
-0.09933272014901577
-0.10248343232290412
-0.10757923905122073
-0.11534245461014227
-0.0777267542500469
-0.1273602895414321
-0.06776456611880985
-0.14190222590716575
-0.05433150293012716
-0.04734736861347132
-0.062414998712946694
-0.10075966420933515
-0.09457884423411203
-0.09611883318165902
-0.1158304494700124
-0.10763428868606877
-0.06846790822995365
-0.048909274696900484
-0.1498637069989728
-0.1098240686652908
-0.09647132276058985
-0.11233181993821487
-0.09111385514539269
-0.06146856076305974
-0.11384572307371414
-0.10220260040681353
-0.11112241286340345
-0.10272034729708908
-0.11366596667576888
-0.08027040023356007
-0.10231255116435121
