Date
-2.1768318500058233e-4
-1.4035807641449971e-4
-7.34448266522002e-5
-1.1652545523581447e-4
-6.782252243222562e-5
-1.2855662966480537e-4
-7.500118730629746e-5
-7.180410139623633e-5
-1.3590709079030916e-4
-1.8341384635098737e-4
-1.8354521313282684e-4
-6.352039965770484e-5
-1.0107205177841826e-4
-9.970879796483288e-5
-1.0232853671797769e-4
-1.168873452174717e-4
-1.018799555303277e-4
-1.031032929115591e-4
-8.695389244476668e-5
-1.2656946622636848e-4
-9.664450510541892e-5
-9.58938371637264e-5
-1.1374033071426544e-4
-1.2950225284226094e-4
-1.511965159300578e-4
-5.5112817135292106e-5
-2.2925495069535306e-4
-1.7729488615903346e-4
-3.4789032943674754e-5
-1.2798532034175673e-4
-6.772534727680941e-5
-1.0119369583842736e-4
-2.2797408947003282e-4
-2.445868457561972e-4
-2.480531514901447e-4
-1.8862990190690037e-4
-7.845320293645426e-5
-1.2071228574984365e-4
-8.101715619617652e-5
-1.1126045814568636e-4
-1.0842007732551717e-4
-1.017892079627065e-4
-8.796832793056406e-5
-7.277662789703281e-5
-1.4864667159766412e-4
-8.843622895402999e-5
-8.513743485052172e-5
-8.58164905768388e-5
-1.2315154648953928e-4
-1.3479321185132107e-4
-1.9948901296042048e-4
-7.249912236912442e-5
-8.366058506950984e-5
-1.2516935060868243e-5
-6.28992477531782e-5
-8.754972209651619e-5
-1.0477988569340456e-4
-1.0952886169766552e-4
-1.2545159335635898e-4
-1.4404851699180595e-4
-7.935027652341523e-5
-1.4182520775387548e-4
-5.0339791779180456e-5
-6.0302022733755206e-5
1.6752096060555338e-5
1.2850562109898113e-5
-2.1645807013093767e-4
-1.6917033890760476e-4
-1.2044491422969435e-4
-1.0066917677501605e-4
-7.986290235467972e-5
-7.816205432539522e-5
-1.2479864171024e-4
-1.3627488989951522e-4
-1.642764984907804e-4
-9.096970123112673e-5
-6.877566017264527e-5
-6.554188088491216e-6
-1.0267243774045045e-4
-3.989366681287228e-5
-1.5779881510857497e-4
-1.089948997900631e-4
