Date,A4261148
16/07/2012,1.163
17/07/2012,1.155
18/07/2012,1.155
19/07/2012,1.151
20/07/2012,1.15
21/07/2012,1.128
22/07/2012,1.112
23/07/2012,1.113
24/07/2012,1.124
25/07/2012,1.117
26/07/2012,1.115
27/07/2012,1.132
28/07/2012,1.129
29/07/2012,1.123
30/07/2012,1.115
31/07/2012,1.107
1/08/2012,1.107
2/08/2012,1.107
3/08/2012,1.113
4/08/2012,1.112
5/08/2012,1.108
6/08/2012,1.104
7/08/2012,1.105
8/08/2012,1.098
9/08/2012,1.091
10/08/2012,1.089
11/08/2012,1.09
12/08/2012,1.085
13/08/2012,1.089
14/08/2012,1.09
15/08/2012,1.094
16/08/2012,1.096
17/08/2012,1.123
18/08/2012,1.161
19/08/2012,1.106
20/08/2012,1.107
21/08/2012,1.114
22/08/2012,1.11
23/08/2012,1.111
24/08/2012,1.15
25/08/2012,1.131
26/08/2012,1.128
27/08/2012,1.125
28/08/2012,1.125
29/08/2012,1.117
30/08/2012,1.124
31/08/2012,1.119
1/09/2012,1.11
2/09/2012,1.114
3/09/2012,1.111
4/09/2012,1.104
5/09/2012,1.1
6/09/2012,1.09
7/09/2012,1.117
8/09/2012,1.14
9/09/2012,1.105
10/09/2012,1.105
11/09/2012,1.099
12/09/2012,1.093
13/09/2012,1.092
14/09/2012,1.097
15/09/2012,1.1
16/09/2012,1.102
17/09/2012,1.101
18/09/2012,1.101
19/09/2012,1.102
20/09/2012,1.103
21/09/2012,1.096
22/09/2012,1.095
23/09/2012,1.089
24/09/2012,1.094
25/09/2012,1.088
26/09/2012,1.086
27/09/2012,1.075
28/09/2012,1.082
29/09/2012,1.077
30/09/2012,1.081
1/10/2012,1.078
2/10/2012,1.083
3/10/2012,1.081
4/10/2012,1.078
5/10/2012,1.065
6/10/2012,1.075
7/10/2012,1.085
8/10/2012,1.071
9/10/2012,1.074
10/10/2012,1.07
11/10/2012,1.088
12/10/2012,1.154
13/10/2012,1.105
14/10/2012,1.1
15/10/2012,1.095
16/10/2012,1.059
17/10/2012,1.074
18/10/2012,1.068
19/10/2012,1.067
20/10/2012,1.06
21/10/2012,1.059
22/10/2012,1.065
23/10/2012,1.056
24/10/2012,1.043
25/10/2012,1.05
26/10/2012,1.06
27/10/2012,1.065
28/10/2012,1.064
29/10/2012,1.059
30/10/2012,1.055
31/10/2012,1.044
1/11/2012,1.036
2/11/2012,1.046
3/11/2012,1.048
4/11/2012,1.056
5/11/2012,1.045
6/11/2012,1.068
7/11/2012,1.072
8/11/2012,1.04
9/11/2012,1.044
10/11/2012,1.04
11/11/2012,1.041
12/11/2012,1.03
13/11/2012,1.03
14/11/2012,1.037
15/11/2012,1.04
16/11/2012,1.068
17/11/2012,1.079
18/11/2012,1.06
19/11/2012,1.052
20/11/2012,1.054
21/11/2012,1.037
22/11/2012,1.053
23/11/2012,1.053
24/11/2012,1.059
25/11/2012,1.051
26/11/2012,1.048
27/11/2012,1.055
28/11/2012,1.054
29/11/2012,1.045
30/11/2012,1.043
1/12/2012,1.077
2/12/2012,1.082
3/12/2012,1.073
4/12/2012,1.076
5/12/2012,1.08
6/12/2012,1.076
7/12/2012,1.074
8/12/2012,1.069
9/12/2012,1.046
10/12/2012,1.035
11/12/2012,1.043
12/12/2012,1.042
13/12/2012,1.045
14/12/2012,1.057
15/12/2012,1.111
16/12/2012,1.134
17/12/2012,1.09
18/12/2012,1.06
19/12/2012,1.052
20/12/2012,1.043
21/12/2012,1.027
22/12/2012,1.04
23/12/2012,1.04
24/12/2012,1.034
25/12/2012,1.043
26/12/2012,1.04
27/12/2012,1.045
28/12/2012,1.053
29/12/2012,1.066
30/12/2012,1.079
31/12/2012,1.093
1/01/2013,1.096
2/01/2013,1.097
3/01/2013,1.118
4/01/2013,1.102
5/01/2013,1.093
6/01/2013,1.107
7/01/2013,1.126
8/01/2013,1.145
9/01/2013,1.145
10/01/2013,1.158
11/01/2013,1.177
12/01/2013,1.112
13/01/2013,1.109
14/01/2013,1.158
15/01/2013,1.137
16/01/2013,1.054
17/01/2013,1.03
18/01/2013,1.005
19/01/2013,0.981
20/01/2013,0.951
21/01/2013,0.932
22/01/2013,0.925
23/01/2013,0.92
24/01/2013,0.916
25/01/2013,0.905
26/01/2013,0.903
27/01/2013,0.904
28/01/2013,0.923
29/01/2013,0.925
30/01/2013,0.944
31/01/2013,0.968
1/02/2013,0.994
2/02/2013,1.002
3/02/2013,1
4/02/2013,1.016
5/02/2013,1.033
6/02/2013,1.021
7/02/2013,1.018
8/02/2013,1.029
9/02/2013,1.037
10/02/2013,1.049
11/02/2013,1.069
12/02/2013,1.096
13/02/2013,1.103
14/02/2013,1.072
15/02/2013,1.024
16/02/2013,1.018
17/02/2013,1.02
18/02/2013,1.007
19/02/2013,1.019
20/02/2013,1.041
21/02/2013,1.048
22/02/2013,1.148
23/02/2013,1.149
24/02/2013,1.087
25/02/2013,1.064
26/02/2013,1.045
27/02/2013,1.099
28/02/2013,1.282
1/03/2013,1.173
2/03/2013,1.075
3/03/2013,1.035
4/03/2013,1.029
5/03/2013,1.041
6/03/2013,1.05
7/03/2013,1.048
8/03/2013,1.049
9/03/2013,1.035
10/03/2013,1.012
11/03/2013,1.03
12/03/2013,1.035
13/03/2013,1.052
14/03/2013,1.051
15/03/2013,1.075
16/03/2013,1.112
17/03/2013,1.122
18/03/2013,1.149
19/03/2013,1.171
20/03/2013,1.173
21/03/2013,1.16
22/03/2013,1.184
23/03/2013,1.193
24/03/2013,1.211
25/03/2013,1.204
26/03/2013,1.224
27/03/2013,1.222
28/03/2013,1.181
29/03/2013,1.165
30/03/2013,1.168
31/03/2013,1.187
1/04/2013,1.182
2/04/2013,1.139
3/04/2013,1.145
4/04/2013,1.117
5/04/2013,1.073
6/04/2013,1.075
7/04/2013,1.07
8/04/2013,1.075
9/04/2013,1.098
10/04/2013,1.131
11/04/2013,1.139
12/04/2013,1.149
13/04/2013,1.169
14/04/2013,1.165
15/04/2013,1.177
16/04/2013,1.195
17/04/2013,1.199
18/04/2013,1.221
19/04/2013,1.224
20/04/2013,1.245
21/04/2013,1.279
22/04/2013,1.459
23/04/2013,1.392
24/04/2013,1.357
25/04/2013,1.38
26/04/2013,1.395
27/04/2013,1.409
28/04/2013,1.403
29/04/2013,1.379
30/04/2013,1.72
1/05/2013,1.749
2/05/2013,1.574
3/05/2013,1.552
4/05/2013,1.562
5/05/2013,1.533
6/05/2013,1.531
7/05/2013,1.543
8/05/2013,1.553
9/05/2013,1.529
10/05/2013,1.545
11/05/2013,1.523
12/05/2013,1.535
13/05/2013,1.533
14/05/2013,1.502
15/05/2013,1.493
16/05/2013,1.547
17/05/2013,1.56
18/05/2013,1.527
19/05/2013,1.508
20/05/2013,1.487
21/05/2013,1.484
22/05/2013,1.494
23/05/2013,2.76
24/05/2013,4.26
25/05/2013,1.014
26/05/2013,0.953
27/05/2013,0.944
28/05/2013,0.913
29/05/2013,0.891
30/05/2013,0.883
31/05/2013,0.9
1/06/2013,1.651
2/06/2013,1.138
3/06/2013,0.964
4/06/2013,0.922
5/06/2013,0.906
6/06/2013,0.907
7/06/2013,0.907
8/06/2013,0.904
9/06/2013,0.907
10/06/2013,0.915
11/06/2013,0.921
12/06/2013,1
13/06/2013,0.969
14/06/2013,0.959
15/06/2013,0.958
16/06/2013,0.953
17/06/2013,0.971
18/06/2013,0.977
19/06/2013,0.988
20/06/2013,1.003
21/06/2013,1.018
22/06/2013,1.06
23/06/2013,1.208
24/06/2013,2.58
25/06/2013,1.274
26/06/2013,1.131
27/06/2013,1.098
28/06/2013,1.086
29/06/2013,1.086
30/06/2013,1.101
1/07/2013,1.111
2/07/2013,1.133
3/07/2013,1.145
4/07/2013,1.157
5/07/2013,1.2
6/07/2013,1.213
7/07/2013,1.184
8/07/2013,1.197
9/07/2013,1.2
10/07/2013,1.208
11/07/2013,1.215
12/07/2013,1.217
13/07/2013,1.263
14/07/2013,1.31
15/07/2013,1.241
16/07/2013,1.235
17/07/2013,1.243
18/07/2013,1.263
19/07/2013,1.295
20/07/2013,1.283
21/07/2013,1.411
22/07/2013,1.311
23/07/2013,1.412
24/07/2013,1.358
25/07/2013,1.375
26/07/2013,1.4
27/07/2013,1.409
28/07/2013,1.418
29/07/2013,1.444
30/07/2013,1.446
31/07/2013,1.478
1/08/2013,1.473
2/08/2013,1.437
3/08/2013,1.458
4/08/2013,1.512
5/08/2013,1.544
6/08/2013,1.491
7/08/2013,1.51
8/08/2013,1.688
9/08/2013,1.603
10/08/2013,1.598
11/08/2013,1.657
12/08/2013,1.735
13/08/2013,1.804
14/08/2013,1.804
15/08/2013,1.861
16/08/2013,1.879
17/08/2013,1.883
18/08/2013,1.911
19/08/2013,1.903
20/08/2013,1.932
21/08/2013,1.95
22/08/2013,1.903
23/08/2013,1.828
24/08/2013,1.805
25/08/2013,1.752
26/08/2013,1.73
27/08/2013,1.743
28/08/2013,1.686
29/08/2013,1.647
30/08/2013,1.606
31/08/2013,1.496
1/09/2013,1.449
2/09/2013,1.336
3/09/2013,1.284
4/09/2013,1.28
5/09/2013,1.253
6/09/2013,1.267
7/09/2013,1.245
8/09/2013,1.225
9/09/2013,1.228
10/09/2013,1.206
11/09/2013,1.214
12/09/2013,1.219
13/09/2013,1.474
14/09/2013,1.633
15/09/2013,1.348
16/09/2013,1.35
17/09/2013,1.457
18/09/2013,1.471
19/09/2013,1.404
20/09/2013,1.374
21/09/2013,1.38
22/09/2013,1.38
23/09/2013,1.38
24/09/2013,1.335
25/09/2013,1.334
26/09/2013,1.361
27/09/2013,1.337
28/09/2013,1.319
29/09/2013,1.313
30/09/2013,1.307
1/10/2013,1.322
2/10/2013,1.493
3/10/2013,1.373
4/10/2013,1.386
5/10/2013,1.364
6/10/2013,1.341
7/10/2013,1.356
8/10/2013,1.375
9/10/2013,1.369
10/10/2013,1.346
11/10/2013,1.319
12/10/2013,1.356
13/10/2013,1.349
14/10/2013,1.332
15/10/2013,1.343
16/10/2013,1.348
17/10/2013,1.332
18/10/2013,1.333
19/10/2013,1.37
20/10/2013,1.364
21/10/2013,1.357
22/10/2013,1.37
23/10/2013,1.418
24/10/2013,1.461
25/10/2013,1.411
26/10/2013,1.365
27/10/2013,1.376
28/10/2013,1.334
29/10/2013,1.309
30/10/2013,1.289
31/10/2013,1.291
1/11/2013,1.277
2/11/2013,1.26
3/11/2013,1.243
4/11/2013,1.285
5/11/2013,1.315
6/11/2013,1.335
7/11/2013,1.3
8/11/2013,1.271
9/11/2013,1.305
10/11/2013,1.317
11/11/2013,1.307
12/11/2013,1.299
13/11/2013,1.296
14/11/2013,1.295
15/11/2013,1.296
16/11/2013,1.315
17/11/2013,1.31
18/11/2013,1.26
19/11/2013,1.23
20/11/2013,1.193
21/11/2013,1.189
22/11/2013,1.191
23/11/2013,1.174
24/11/2013,1.141
25/11/2013,1.128
26/11/2013,1.101
27/11/2013,1.065
28/11/2013,1.05
29/11/2013,1.088
30/11/2013,1.122
1/12/2013,1.091
2/12/2013,1.091
3/12/2013,1.096
4/12/2013,1.093
5/12/2013,1.222
6/12/2013,1.162
7/12/2013,1.146
8/12/2013,1.111
9/12/2013,1.081
10/12/2013,1.145
11/12/2013,1.132
12/12/2013,1.097
13/12/2013,1.082
14/12/2013,1.073
15/12/2013,1.059
16/12/2013,1.055
17/12/2013,1.042
18/12/2013,1.025
19/12/2013,1.017
20/12/2013,1.004
21/12/2013,0.994
22/12/2013,1.023
23/12/2013,1.07
24/12/2013,1.069
25/12/2013,1.047
26/12/2013,1.022
27/12/2013,1.011
28/12/2013,1.018
29/12/2013,0.996
30/12/2013,1
31/12/2013,0.991
1/01/2014,0.964
2/01/2014,0.988
3/01/2014,1.051
4/01/2014,1.108
5/01/2014,1.069
6/01/2014,1.069
7/01/2014,1.064
8/01/2014,1.068
9/01/2014,1.072
10/01/2014,1.067
11/01/2014,1.064
12/01/2014,1.053
13/01/2014,1.068
14/01/2014,1.055
15/01/2014,1.085
16/01/2014,1.089
17/01/2014,1.057
18/01/2014,1.062
19/01/2014,1.095
20/01/2014,1.106
21/01/2014,1.101
22/01/2014,1.104
23/01/2014,1.096
24/01/2014,1.093
25/01/2014,1.176
26/01/2014,1.143
27/01/2014,1.111
28/01/2014,1.094
29/01/2014,1.053
30/01/2014,1.07
31/01/2014,1.063
1/02/2014,1.041
2/02/2014,1.027
3/02/2014,1.009
4/02/2014,1.025
5/02/2014,1.044
6/02/2014,1.031
7/02/2014,1.02
8/02/2014,1.018
9/02/2014,1.009
10/02/2014,0.993
11/02/2014,0.999
12/02/2014,0.981
13/02/2014,0.978
14/02/2014,1.05
15/02/2014,24.982
16/02/2014,4.998
17/02/2014,1.478
18/02/2014,1.329
19/02/2014,1.278
20/02/2014,1.245
21/02/2014,1.229
22/02/2014,1.209
23/02/2014,1.205
24/02/2014,1.198
25/02/2014,1.182
26/02/2014,1.162
27/02/2014,1.149
28/02/2014,1.004
1/03/2014,0.912
2/03/2014,0.895
3/03/2014,0.892
4/03/2014,0.881
5/03/2014,0.871
6/03/2014,0.865
7/03/2014,0.863
8/03/2014,0.862
9/03/2014,0.861
10/03/2014,0.838
11/03/2014,0.833
12/03/2014,0.845
13/03/2014,0.843
14/03/2014,0.843
15/03/2014,0.846
16/03/2014,0.864
17/03/2014,0.878
18/03/2014,0.874
19/03/2014,0.862
20/03/2014,0.861
21/03/2014,0.85
22/03/2014,0.849
23/03/2014,0.853
24/03/2014,0.861
25/03/2014,0.88
26/03/2014,0.879
27/03/2014,0.892
28/03/2014,0.892
29/03/2014,0.879
30/03/2014,0.867
31/03/2014,0.847
1/04/2014,0.832
2/04/2014,0.813
3/04/2014,0.839
4/04/2014,0.843
5/04/2014,0.836
6/04/2014,0.826
7/04/2014,0.833
8/04/2014,0.834
9/04/2014,1.063
10/04/2014,1.769
11/04/2014,1.533
12/04/2014,1.101
13/04/2014,1.052
14/04/2014,1.04
15/04/2014,1.028
16/04/2014,1.029
17/04/2014,1.021
18/04/2014,1.018
19/04/2014,1.021
20/04/2014,1.022
21/04/2014,1.026
22/04/2014,1.01
23/04/2014,1.01
24/04/2014,1.018
25/04/2014,1.002
26/04/2014,0.991
27/04/2014,0.991
28/04/2014,0.979
29/04/2014,0.977
30/04/2014,1.071
1/05/2014,1.025
2/05/2014,1.023
3/05/2014,1.243
4/05/2014,1.216
5/05/2014,1.075
6/05/2014,1.059
7/05/2014,1.067
8/05/2014,1.064
9/05/2014,1.06
10/05/2014,1.311
11/05/2014,1.195
12/05/2014,1.112
13/05/2014,1.103
14/05/2014,1.091
15/05/2014,1.079
16/05/2014,1.077
17/05/2014,1.074
18/05/2014,1.05
19/05/2014,1.06
20/05/2014,1.055
21/05/2014,1.048
22/05/2014,1.042
23/05/2014,1.038
24/05/2014,1.035
25/05/2014,1.037
26/05/2014,1.03
27/05/2014,1.033
28/05/2014,1.066
29/05/2014,1.067
30/05/2014,1.04
31/05/2014,1.061
1/06/2014,1.273
2/06/2014,1.1
3/06/2014,1.089
4/06/2014,1.088
5/06/2014,1.084
6/06/2014,1.082
7/06/2014,1.084
8/06/2014,1.083
9/06/2014,1.088
10/06/2014,1.067
11/06/2014,1.069
12/06/2014,1.075
13/06/2014,1.085
14/06/2014,1.155
15/06/2014,1.146
16/06/2014,1.114
17/06/2014,1.121
18/06/2014,1.114
19/06/2014,1.114
20/06/2014,1.116
21/06/2014,1.129
22/06/2014,1.151
23/06/2014,1.136
24/06/2014,1.206
25/06/2014,1.274
26/06/2014,1.19
27/06/2014,1.162
28/06/2014,1.166
29/06/2014,1.246
30/06/2014,76.953
1/07/2014,99.117
2/07/2014,37.125
3/07/2014,7.62
4/07/2014,3.351
5/07/2014,2.913
6/07/2014,2.656
7/07/2014,2.493
8/07/2014,2.358
9/07/2014,2.3
10/07/2014,2.293
11/07/2014,138.741
12/07/2014,224.144
13/07/2014,71.365
14/07/2014,47.968
15/07/2014,41.361
16/07/2014,20.398
17/07/2014,13.697
18/07/2014,12.351
19/07/2014,11.258
20/07/2014,10.644
21/07/2014,10.421
22/07/2014,10.304
23/07/2014,10.124
24/07/2014,10.344
25/07/2014,10.677
26/07/2014,9.846
27/07/2014,9.699
28/07/2014,9.748
29/07/2014,9.69
30/07/2014,9.638
31/07/2014,9.651
1/08/2014,9.654
2/08/2014,10.427
3/08/2014,9.485
4/08/2014,9.532
5/08/2014,9.661
6/08/2014,9.679
7/08/2014,9.746
8/08/2014,9.665
9/08/2014,9.743
10/08/2014,9.783
11/08/2014,9.81
12/08/2014,9.798
13/08/2014,9.774
14/08/2014,9.787
15/08/2014,9.86
16/08/2014,10.077
17/08/2014,10.623
18/08/2014,10.324
19/08/2014,10.076
20/08/2014,9.964
21/08/2014,10.017
22/08/2014,10.009
23/08/2014,9.912
24/08/2014,9.896
25/08/2014,9.901
26/08/2014,9.974
27/08/2014,10.071
28/08/2014,10.105
29/08/2014,10.158
30/08/2014,10.186
31/08/2014,10.249
1/09/2014,10.355
2/09/2014,10.6
3/09/2014,10.404
4/09/2014,10.354
5/09/2014,10.619
6/09/2014,10.474
7/09/2014,10.236
8/09/2014,10.264
9/09/2014,10.386
10/09/2014,10.672
11/09/2014,10.489
12/09/2014,10.337
13/09/2014,10.382
14/09/2014,10.39
15/09/2014,10.283
16/09/2014,10.462
17/09/2014,10.502
18/09/2014,10.439
19/09/2014,10.531
20/09/2014,10.747
21/09/2014,10.711
22/09/2014,11.053
23/09/2014,11.404
24/09/2014,11.524
25/09/2014,11.796
26/09/2014,11.152
27/09/2014,11.155
28/09/2014,11.349
29/09/2014,11.055
30/09/2014,10.924
1/10/2014,10.794
2/10/2014,10.726
3/10/2014,10.913
4/10/2014,11.234
5/10/2014,11.19
6/10/2014,11.078
7/10/2014,11.024
8/10/2014,10.834
9/10/2014,10.867
10/10/2014,10.855
11/10/2014,10.659
12/10/2014,10.737
13/10/2014,10.675
14/10/2014,10.618
15/10/2014,10.666
16/10/2014,10.716
17/10/2014,10.753
18/10/2014,10.703
19/10/2014,10.549
20/10/2014,10.351
21/10/2014,10.283
22/10/2014,10.17
23/10/2014,10.07
24/10/2014,10.191
25/10/2014,9.974
26/10/2014,9.871
27/10/2014,10.396
28/10/2014,10.393
29/10/2014,10.229
30/10/2014,10.15
31/10/2014,10.228
1/11/2014,10.096
2/11/2014,10.211
3/11/2014,10.121
4/11/2014,9.823
5/11/2014,9.628
6/11/2014,9.633
7/11/2014,9.607
8/11/2014,9.257
9/11/2014,9.192
10/11/2014,9.157
11/11/2014,8.949
12/11/2014,8.911
13/11/2014,8.734
14/11/2014,8.528
15/11/2014,8.576
16/11/2014,9.108
17/11/2014,8.871
18/11/2014,8.406
19/11/2014,8.217
20/11/2014,7.895
21/11/2014,9.004
22/11/2014,8.878
23/11/2014,7.986
24/11/2014,7.799
25/11/2014,7.827
26/11/2014,7.597
27/11/2014,7.608
28/11/2014,7.546
29/11/2014,7.333
30/11/2014,7.216
1/12/2014,7.063
2/12/2014,7.093
3/12/2014,7.025
4/12/2014,6.845
5/12/2014,6.592
6/12/2014,6.559
7/12/2014,6.62
8/12/2014,6.654
9/12/2014,6.432
10/12/2014,6.177
11/12/2014,6.677
12/12/2014,7.041
13/12/2014,6.187
14/12/2014,5.859
15/12/2014,5.679
16/12/2014,5.692
17/12/2014,5.664
18/12/2014,5.791
19/12/2014,5.747
20/12/2014,5.731
21/12/2014,5.685
22/12/2014,5.586
23/12/2014,5.874
24/12/2014,6.039
25/12/2014,5.574
26/12/2014,5.389
27/12/2014,5.245
28/12/2014,5.137
29/12/2014,4.977
30/12/2014,4.938
31/12/2014,5.025
1/01/2015,4.942
2/01/2015,4.705
3/01/2015,4.527
4/01/2015,4.65
5/01/2015,4.873
6/01/2015,4.506
7/01/2015,4.166
8/01/2015,4.141
9/01/2015,4.843
10/01/2015,4.989
11/01/2015,7.098
12/01/2015,5.483
13/01/2015,6.908
14/01/2015,8.149
15/01/2015,5.392
16/01/2015,4.955
17/01/2015,4.675
18/01/2015,4.646
19/01/2015,4.551
20/01/2015,4.5
21/01/2015,4.561
22/01/2015,4.426
23/01/2015,4.204
24/01/2015,4.122
25/01/2015,4.065
26/01/2015,4.018
27/01/2015,4.033
28/01/2015,4.098
29/01/2015,4.153
30/01/2015,4.175
31/01/2015,4.15
1/02/2015,4.149
2/02/2015,4.249
3/02/2015,4.321
4/02/2015,4.303
5/02/2015,4.355
6/02/2015,4.229
7/02/2015,4.091
8/02/2015,4.207
9/02/2015,4.172
10/02/2015,4.146
11/02/2015,4.017
12/02/2015,3.927
13/02/2015,4.06
14/02/2015,4.245
15/02/2015,4.237
16/02/2015,3.929
17/02/2015,4.137
18/02/2015,4.122
19/02/2015,4.079
20/02/2015,3.992
21/02/2015,3.882
22/02/2015,3.841
23/02/2015,3.81
24/02/2015,3.794
25/02/2015,3.706
26/02/2015,3.711
27/02/2015,3.667
28/02/2015,3.705
1/03/2015,3.683
2/03/2015,3.552
3/03/2015,3.565
4/03/2015,3.53
5/03/2015,3.52
6/03/2015,3.545
7/03/2015,3.497
8/03/2015,3.567
9/03/2015,3.528
10/03/2015,3.48
11/03/2015,3.442
12/03/2015,3.336
13/03/2015,3.303
14/03/2015,3.323
15/03/2015,3.249
16/03/2015,3.334
17/03/2015,3.294
18/03/2015,3.243
19/03/2015,3.169
20/03/2015,3.109
21/03/2015,3.04
22/03/2015,2.99
23/03/2015,2.965
24/03/2015,3.011
25/03/2015,3.047
26/03/2015,3.054
27/03/2015,2.959
28/03/2015,2.949
29/03/2015,2.953
30/03/2015,2.951
31/03/2015,2.823
1/04/2015,2.726
2/04/2015,2.698
3/04/2015,2.781
4/04/2015,2.766
5/04/2015,2.721
6/04/2015,2.715
7/04/2015,2.861
8/04/2015,3.153
9/04/2015,2.84
10/04/2015,2.724
11/04/2015,2.678
12/04/2015,2.635
13/04/2015,2.589
14/04/2015,2.579
15/04/2015,2.513
16/04/2015,2.475
17/04/2015,2.405
18/04/2015,3.229
19/04/2015,2.403
20/04/2015,2.181
21/04/2015,2.137
22/04/2015,2.148
23/04/2015,2.162
24/04/2015,2.204
25/04/2015,2.297
26/04/2015,3.441
27/04/2015,2.31
28/04/2015,2.249
29/04/2015,2.224
30/04/2015,2.196
1/05/2015,2.181
2/05/2015,2.179
3/05/2015,2.18
4/05/2015,2.165
5/05/2015,2.107
6/05/2015,2.176
7/05/2015,2.222
8/05/2015,2.189
9/05/2015,2.201
10/05/2015,2.167
11/05/2015,2.188
12/05/2015,2.212
13/05/2015,2.129
14/05/2015,2.055
15/05/2015,1.987
16/05/2015,2.037
17/05/2015,2.05
18/05/2015,2.024
19/05/2015,2.023
20/05/2015,2.476
21/05/2015,2.173
22/05/2015,2.038
23/05/2015,2.017
24/05/2015,1.993
25/05/2015,1.967
26/05/2015,1.915
27/05/2015,1.914
28/05/2015,1.924
29/05/2015,1.908
30/05/2015,1.825
31/05/2015,1.823
1/06/2015,1.848
2/06/2015,1.827
3/06/2015,1.747
4/06/2015,1.782
5/06/2015,1.847
6/06/2015,1.758
7/06/2015,1.713
8/06/2015,1.66
9/06/2015,1.649
10/06/2015,1.687
11/06/2015,1.601
12/06/2015,1.617
13/06/2015,1.619
14/06/2015,1.601
15/06/2015,1.603
16/06/2015,1.982
17/06/2015,2.315
18/06/2015,1.972
19/06/2015,1.782
20/06/2015,1.666
21/06/2015,1.589
22/06/2015,1.572
23/06/2015,1.55
24/06/2015,1.53
25/06/2015,1.544
26/06/2015,1.606
27/06/2015,1.598
28/06/2015,1.609
29/06/2015,1.624
30/06/2015,1.621
1/07/2015,1.607
2/07/2015,1.635
3/07/2015,1.657
4/07/2015,1.677
5/07/2015,1.702
6/07/2015,1.71
7/07/2015,1.716
8/07/2015,1.756
9/07/2015,1.766
10/07/2015,1.825
11/07/2015,1.806
12/07/2015,2.076
13/07/2015,2.026
14/07/2015,1.957
15/07/2015,1.984
16/07/2015,1.98
17/07/2015,1.905
18/07/2015,1.904
19/07/2015,1.953
20/07/2015,2.013
21/07/2015,2.045
22/07/2015,2.063
23/07/2015,1.974
24/07/2015,1.875
25/07/2015,1.89
26/07/2015,1.838
27/07/2015,1.846
28/07/2015,1.826
29/07/2015,1.817
30/07/2015,1.911
31/07/2015,1.926
1/08/2015,1.961
2/08/2015,2.049
3/08/2015,2.04
4/08/2015,2.018
5/08/2015,2.014
6/08/2015,2.012
7/08/2015,1.972
8/08/2015,1.946
9/08/2015,1.982
10/08/2015,1.994
11/08/2015,1.903
12/08/2015,1.994
13/08/2015,2.085
14/08/2015,1.98
15/08/2015,1.944
16/08/2015,1.982
17/08/2015,2.089
18/08/2015,2.165
19/08/2015,2.136
20/08/2015,2.09
21/08/2015,1.981
22/08/2015,1.832
23/08/2015,1.819
24/08/2015,1.963
25/08/2015,2.204
26/08/2015,2.075
27/08/2015,2.104
28/08/2015,2.086
29/08/2015,2.109
30/08/2015,2.181
31/08/2015,2.235
1/09/2015,2.207
2/09/2015,2.167
3/09/2015,2.164
4/09/2015,2.116
5/09/2015,2.025
6/09/2015,2.136
7/09/2015,2.209
8/09/2015,2.204
9/09/2015,2.244
10/09/2015,2.199
11/09/2015,2.166
12/09/2015,2.143
13/09/2015,2.138
14/09/2015,2.076
15/09/2015,2.04
16/09/2015,2.034
17/09/2015,2.039
18/09/2015,2.048
19/09/2015,1.965
20/09/2015,1.946
21/09/2015,1.93
22/09/2015,1.944
23/09/2015,1.935
24/09/2015,1.949
25/09/2015,2.002
26/09/2015,2.022
27/09/2015,1.976
28/09/2015,1.963
29/09/2015,1.916
30/09/2015,1.905
1/10/2015,1.845
2/10/2015,1.827
3/10/2015,1.775
4/10/2015,1.767
5/10/2015,1.693
6/10/2015,1.636
7/10/2015,1.588
8/10/2015,1.587
9/10/2015,1.618
10/10/2015,1.624
11/10/2015,1.606
12/10/2015,1.575
13/10/2015,1.509
14/10/2015,1.479
15/10/2015,1.463
16/10/2015,1.407
17/10/2015,1.475
18/10/2015,1.574
19/10/2015,1.659
20/10/2015,1.694
21/10/2015,1.818
22/10/2015,1.909
23/10/2015,1.907
24/10/2015,1.875
25/10/2015,1.875
26/10/2015,1.838
27/10/2015,1.826
28/10/2015,1.833
29/10/2015,1.806
30/10/2015,1.841
31/10/2015,1.87
1/11/2015,1.861
2/11/2015,1.863
3/11/2015,1.875
4/11/2015,1.995
5/11/2015,245.315
6/11/2015,47.144
7/11/2015,3.22
8/11/2015,1.349
9/11/2015,1.117
10/11/2015,1.051
11/11/2015,1.023
12/11/2015,1.022
13/11/2015,1.003
14/11/2015,0.989
15/11/2015,0.985
16/11/2015,0.979
17/11/2015,0.973
18/11/2015,0.939
19/11/2015,0.92
20/11/2015,0.898
21/11/2015,0.91
22/11/2015,0.912
23/11/2015,0.914
24/11/2015,0.901
25/11/2015,0.869
26/11/2015,0.862
27/11/2015,0.86
28/11/2015,0.881
29/11/2015,0.886
30/11/2015,0.898
1/12/2015,0.883
2/12/2015,0.903
3/12/2015,0.908
4/12/2015,0.904
5/12/2015,0.901
6/12/2015,0.884
7/12/2015,0.876
8/12/2015,0.866
9/12/2015,0.873
10/12/2015,0.863
11/12/2015,0.864
12/12/2015,0.865
13/12/2015,0.863
14/12/2015,0.858
15/12/2015,0.848
16/12/2015,0.841
17/12/2015,0.823
18/12/2015,0.827
19/12/2015,0.816
20/12/2015,0.818
21/12/2015,0.848
22/12/2015,0.864
23/12/2015,0.852
24/12/2015,0.836
25/12/2015,0.822
26/12/2015,0.813
27/12/2015,0.84
28/12/2015,0.832
29/12/2015,0.843
30/12/2015,0.834
31/12/2015,0.835
1/01/2016,0.843
2/01/2016,0.831
3/01/2016,0.851
4/01/2016,0.854
5/01/2016,0.859
6/01/2016,0.857
7/01/2016,0.859
8/01/2016,0.865
